,Tweet,Negative,Neutral,Positive
21,"Alastair Ford: ""#TNRGold🔋 Set To Be Major Beneficiary Of #Ganfeng’s Proposed US$600mln Investment In The #MarianaLithium Project."" http #ElectricCars #EVs #Argentina 

$TNR.v $TRRXF #Royalties $GNENF #Tesla #VW #BMW http",0.015554261,0.8274681,0.15697752
22,Benchmark: Here's what Goldman got wrong about lithium prices - http $TNR.v ☀️ $TRRXF 🔌 #Royalties ⚡️ #MarianaLIthium ✅ #Ganfeng $GNENF #Lithium #Batteries #EVs #ElectricCars #Tesla #VW #BMW #BYD  http,0.43475917,0.50162274,0.06361811
23,"Capable, sleek, and sure to turn heads. http #VW #AcceleRide http",0.0051713344,0.20726055,0.7875683
24,"Cars Company Market Share May 2022
.
.
#MarutiSuzuki #Tata #Hyundai #Mahindra #Kia #Toyota #Honda #Renault #Skoda #MG #VW #Nissan #Jeep #Citroen ##Ford #Car #Cars #WheelsBrowser http",0.03931145,0.8865621,0.07412648
25,"Check out our screen cover/wrap/ windshield covers this summer!
* Blackout and Waterproof
* 600 Denier - Superior Quality Canvas
* Instant privacy
* Complete Custom Fit

Father's Day Offer - 10% code: UKCCIG10
#camping #windscreencover #blackoutblind #vw #campervan http",0.009157788,0.5285861,0.46225595
26,"Congratulations on the grand celebration in Salta of the inauguration of #MarianaLithium construction for 20,000 T of LCE #Lithium Chloride production annually powered by Solar Park! http $TNR.v #Royalties⚡️ #MarianaLithium #Ganfeng #EVs #Tesla #VW http",0.00073354697,0.024698865,0.9745676
27,"Cyber Monday 

https://t.co/L07KyzOEWk

#Pinalloy #VW #CyberMonday http",0.062605046,0.8480074,0.089387536
28,Dig it!! #vw #dasauto http,0.01025974,0.34945777,0.6402825
29,"FATHER'S DAY is upon us! Don’t sleep our 25% off selected branded sweatpants &amp; sweat tops. 
Available in-store &amp; online, whilst stocks last
15 June – 19 June 2022
#styleonthemove #adidas #nike #puma #thenorthface #sergiotacchini #greywolf #vans #VW #FathersDay 
@Studio_88 http",0.0041501033,0.24119936,0.7546504
30,"Good weekend #vw #thatchers 
☀️🎶🍻🤣🕺🤙💥 http",0.0017888448,0.046819344,0.9513919
31,Got some money for my birthday and bought myself a new cool bag ❤️ #VW #VWCamper http,0.0008417976,0.02638974,0.97276855
32,Half-track #VW/#Volkswagen #Kombi #quirky #offroad http,0.064799815,0.8382064,0.09699378
33,"Have an electric summer and drive towards a zero-carbon future with UFODRIVE! ⚡️

#EV #Tesla #VW #carrental #sustainable #enviromental #zerocarbon http",0.0021951252,0.08879098,0.909014
34,"Have you ever wondered how the Golf GTI got its iconic golf ball shifter handle and tartan upholstery variation?

These elements were the genius ideas of one of the company’s first female designers, Gunhild Liljequist. ✨

#ilovepohanka #vw #cardesign #carhistory #golfgti http",0.004711414,0.21380909,0.78147954
35,"Here is a sneak peak at our second ID.5 to land into Frank Keane

Presented in Mythos Black Metallic and is paired with a set of 20” Drammen alloy wheels
What do we think of the spec?

Expect more pictures of this coming soon!!

#volkswagen #vw #id3 #idfamily #id4 http",0.010959111,0.8505307,0.13851033
36,Hot or Not??? #vw #golf #dasauto http,0.10648985,0.83238083,0.06112941
37,"Let’s be real, we all just want our Volkswagen to stay 100% original.
So why choose anything other than Volkswagen Genuine Parts?
Our Parts Department is ready to assist with all your parts needs. 
📞 015 299 8800
#VWPolokwane #Polokwane #VW #Volkswagen 
@VolkswagenSA http",0.060464755,0.49778324,0.44175202
38,"Make sure to keep track of your daily goals to keep ahead of the game. #motivationmonday
.
.
.
.
#rickcasevolkswagen #volkswagen #quote #inpsirational #inspire #quotes #journey #success #dealership #vw #davie #weston #florida #daviefl #westonfl #auto #cars http",0.011982223,0.42949143,0.55852646
39,Met Herbie today #OldSkool #vw #80smovies http,0.012682819,0.8158359,0.17148107
40,Name it! #vw #dasauto http,0.057727166,0.7796545,0.16261843
41,"Not an #NFT 
Just a New T-shirt  
cuz the nodda fungibles have shown me no love. 
#VW #Volkswagen #WhenYouSeeIt http",0.5208575,0.4073212,0.07182131
42,"Now Playing on VDubRadio: Bklava - Leave - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.03813542,0.857162,0.104702495
43,"Now Playing on VDubRadio: DJ Enzy - Liquid Sundays - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.021789754,0.85686153,0.12134874
44,"Now Playing on VDubRadio: Darius &amp; Finlay - Clothes Off (Nanana) - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.023352897,0.8889031,0.087743945
45,"Now Playing on VDubRadio: Dennis Ferrer - Hey Hey - Radio Edit - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.0229215,0.85055864,0.12651972
46,"Now Playing on VDubRadio: J090 - Dreamer - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.028896756,0.8509132,0.120190054
47,"Now Playing on VDubRadio: Joe Stone - Bug A Boo - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.034495935,0.85529083,0.11021327
48,"Now Playing on VDubRadio: Kideko - What Is It - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.02649513,0.857456,0.11604883
49,"Now Playing on VDubRadio: Martin Ikin, Hayley May - How I Feel - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.027663559,0.85326564,0.119070716
50,"Now Playing on VDubRadio: Matrix &amp; Futurebound, Max Marshall - Control - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.023756724,0.87216234,0.10408101
51,"Now Playing on VDubRadio: RobbieG, Hayley May - You Were There (feat. Hayley May) - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.018679367,0.87124825,0.11007238
52,"Now Playing on VDubRadio: Seal - Kiss from a Rose - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.024865052,0.86393756,0.11119731
53,"Now Playing on VDubRadio: Secondcity, Raphaella - Up All Night - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.024007438,0.8501676,0.12582502
54,"Now Playing on VDubRadio: Tony Smoove - Festival DnB Mix - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.024969775,0.8539737,0.12105661
55,"Now Playing on VDubRadio: UnClubbed, Zoe Durrant - Need To Feel Loved (with Zoe Durrant) - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.022422766,0.8196476,0.15792954
56,"Now Playing on VDubRadio: VDubRadio - (Female) Your In Tune To VDubRadio Keep It Locked (1s) - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.024347117,0.8652942,0.11035856
57,"Now Playing on VDubRadio: VDubRadio - 90s Reloaded - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.032388143,0.85591704,0.11169488
58,"Now Playing on VDubRadio: VDubRadio - Main Top Of The Hour Jingle 3 - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.027407771,0.8612365,0.11135584
59,"Now Playing on VDubRadio: VDubRadio - Your in tune to VDubRadio keep it locked (FX) - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.02029385,0.8291768,0.15052931
60,"Now Playing on VDubRadio: VDubRadio - Youre in tune to VDubRadio (FX) - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.016075639,0.8279954,0.15592894
61,"Now Playing on VDubRadio: Warren G &amp; Nate Dogg - Regulate (Jammin' Remix with Michael McDonald) - Tune in now at http or click here: http 
#vdubradio #internetradio #volkswagen #vw #vwbeetle #vwcamper #vdub #volkswagen #camper #camping #music",0.017687185,0.8838675,0.09844534
62,Our new (old) delivery van! T4 Transporter. #vw #vwcamper #exmoor #exmoortea #exmoornationalpark http,0.009369454,0.6432685,0.3473622
63,Precise loan payment tables. Works every time even when phones &amp; tablets fail. Order at http #loan #rv #chrysler #vw #yamaha http,0.052865695,0.47016641,0.47696796
64,Rate this #vw #dasauto http,0.10994198,0.8242037,0.06585429
65,"Red as a rose and, as pretty as one, too. Happy #NationalRedRoseDay! 🌹🌹🌹 

#dasauto #vw #vwlove #germanengineering #volkswagen #alltrack #passatvariant #vwpassat #volks #perfekt #vwlove #4motion #vwsociety #vdub #vwowners #vwgolf #vwlifestyle #vwlife http",0.00094934006,0.019828264,0.9792225
66,"Repo &amp; Fleet Live Vehicle Auction! | 14 June 10:30 | http #BankAuction #AuctionOperation #usedcars

2020 #VW #POLO 1.0 TSI HIGHLINE DSG (85KW), 47330km

Auction Finance Available; Anton on +27 83 790 0090 | http FSP34936 http",0.062223375,0.85446954,0.08330709
67,"Riddle me this. 😎
I was born into a long lineage in 2009 and was the first in my model range to 
use the XDS electronic transverse differential lock.
Which Volkswagen model* am I❓
#Volkswagen #VW #Riddle 
*Include the derivative and generation in your answer http",0.08185676,0.71357006,0.20457317
68,"Skoda revived the sedan segment with Slavia. Why not revive the hatchback segment with MK4 Fabia in the MQB A0 platform?

As a brand, VAG has revived sedans with Slavia and Virtus, why not revive hatchbacks?

The void left by Polo is💔

#skoda #vw #vwindia #VAG 
@Zac_Hollis_",0.21690245,0.63304186,0.15005572
69,"So Audi sold me a car with an illegal defeat device which polluted and never delivered the claimed MPG - two critical things in my purchase decision. Now say regrettable but I suffered no loss, I think they don't care. Thoughts anyone? #dieselgate #audi #vw 
@AudiUKCare @user http",0.7858873,0.18900806,0.02510473
70,"So many years in the making, but could the ID Buzz be the modern day Kombi van to tempt Transporter drivers out of their camper conversions? #vw #kombi #idbuzz

https://t.co/ZP8FX0UGRU",0.13314451,0.75750756,0.109347925
71,"Start this week off great by finding a new vehicle at Schumacher Volkswagen of West Palm Beach! 

_____________ 

#schumacher #schumacherautogroup #vw #volkswagen #volkswagenwpb #volkswagenfan #soflo #palmbeach #palmbeachflorida #carsales #carspot #carscene #carsofig http",0.0011758413,0.04762522,0.9511989
72,Stunning #vw #dasauto http,0.009086804,0.20726152,0.78365165
73,Stunning #vw #golf #mk8 http,0.005797919,0.17581046,0.81839174
74,"TAKE MY #MONEY

I buy ALL makes of cars, bakkies, SUVs, MPVS 🚙
2015 up to 2022 models and under 100,000km

AK
082 885 8780

#dealer #cars #vw #audi #toyota #ford #mazda #bmw #mercedes #hyundai #kia #nissan #isuzu #honda #jeep #landrover #mini #suzuki  #gauteng #southafrica http",0.035212386,0.73796815,0.22681944
75,"TNR Gold Mariana Lithium Royalty Holding Partner: ""China's Ganfeng #Lithium Inks 3-year Supply Contract With #Tesla."" http ⚡️ #TNRGold🔋 $TNR.v #Royalties #MarianaLithium #Ganfeng $GNENF $TSLA #VW #BMW #BYD $LlT $BATT $ALB $SQM $LTHM http",0.02586423,0.88428044,0.08985525
76,The #SurfSeeker is based on a type 2 #VW/#Volkswagen #bus &amp; no it's not #photoshopped http,0.11955306,0.67741466,0.20303217
77,"The Atlas Cross Sport comes equipped with a suite of top-of-the-line tech features at your fingertips! 
🔗  http #ThreeCountyVolkswagen #VW #Volkswagen #AtlasCrossSport http",0.002860255,0.19788887,0.7992509
78,"The CEO_Time JoyRide _VW_Beetle!!

#vw
#vwbeetle 
#joyride 
#gti http",0.0255934,0.666066,0.3083406
79,"The VW Group plans to increase cooperation between its VW passenger cars, Skoda, Seat/Cupra and VW Commercial Vehicles divisions to extract greater synergies says Thomas Schaefer, VW Group's new Volume Business boss.
#VW #Skoda #Cupra #Seat #VWMiddleEast
https://t.co/weN3LlGIwi",0.0036291068,0.23595157,0.7604193
80,The new T-Roc R is as thrilling to look at as it is to drive. Find out more about our latest T-Roc offers here: http #Volkswagen #VWTroc http,0.0014453188,0.066242896,0.9323117
81,"The next phase of VW’s radical ‘New Auto’ EV strategy will introduce a direct rival to the Tesla Model 3. The five-door liftback-style sedan, known internally as Project Trinity, is planned to take the ID 4 name in 2026.
#VW #ID4 #EV @user 
https://t.co/1wAzqbuEtS",0.0053665247,0.60028577,0.39434767
82,"Thinking about purchasing a new #van for work? 
We stock a huge selection of models from leading manufacturers like #Ford, #VW, and #Renault. http to #gogreen? Look at the #Maxus range.  Call 01256 769933

#mylbrook #WorkVan #vansforsale #newvans http",0.007967348,0.4696194,0.5224133
83,This is a really cool coffee camper trailer. #cool #coffee #vw #transporter http,0.0010884574,0.014385511,0.9845261
84,"Tiny car prepares to take urban mobility by storm. The 'Microlino a modern and electric version of the classic #Isetta, the mythical microcar, is ultra-compact dimensions and has a neo-retro style. http #ElectricVehicles #ElectricCars #EVs #cars #VW #BMW",0.0030039616,0.25868103,0.73831505
85,"Todays News!

It's impossible to become tired of excitement.

The 20th anniversary of the Golf R is being commemorated by a special-edition vehicle from #Volkswagen R.

Visit: http #vw #vwgolf #trending #USA #NewYork http",0.0025200904,0.105071515,0.8924085
86,"Users Can Enter Their Email To Get A Chance To Win $1000 Set Of Taylormade Golf Clubs!

https://t.co/cvje8syrCx

#golf #mk #golflife #gti #golfing #golfer #vw #volkswagen #golfswing #golfstagram #golfcourse #instagolf #r #golfaddict #pga #vwgolf #golfmk #golfclub #pgatour #golfr http",0.012840952,0.79243195,0.19472696
87,"Volkswagen Group’s target starting price of €20,000 ($21,226) for its new family of full-electric small cars may not be possible if Europe’s high inflation rate continues.
#Volkswagen #VW #Skoda #Cupra #ElectricCars #ElectricVehicles #EV @user 
https://t.co/BNhhkoTbSr",0.45696393,0.45423207,0.08880393
88,Volkswagen Lease Deals in Renfrewshire #VW #Leasing #Company  #Renfrewshire http,0.03260371,0.80616367,0.16123259
89,Volkswagen Lease Deals in Summercourt #VW #Leasing #Company  #Summercourt http,0.028315851,0.828118,0.14356612
90,"Went for a Sunday/country drive in the Bug and of course some a-hole decides to ride my bumper. I'm maturing, I really am, because I didn't brake-check the mother f*****. Anyway, look at how clean that engine compartment is after!?! #vw #beetle #sundaydrive http",0.15590036,0.312642,0.53145754
91,What's this? A #VW/#Volkswagen Beeeeeetle? http,0.22776546,0.70396245,0.06827212
92,Windows down cruisin’. 🚙💨✌🏼#VW #Bug http,0.027987532,0.5261955,0.4458169
93,"With the Volkswagen T-Cross designed to turn heads, you’ll never be able to turn your back on this versatile T-SUV.
See what all the fuss is about here - http 
#VWGhana #Ghana #Volkswagen #VW #VWTCross #TCross #TSUV http",0.0680382,0.39548463,0.5364772
94,"With the Volkswagen T-Cross designed to turn heads, you’ll never be able to turn your back on this versatile T-SUV.
See what all the fuss is about here - http 
#VWGhana #Ghana #Volkswagen #VW #VWTCross #TCross #TSUV http",0.0680382,0.39548463,0.5364772
95,"You asked for them - and here they come! Loads of #electric vehicles are arriving in June, including #Chevrolet #Bolts, #VW #EGolfs and #Fiat 500Es! Contact our EV Experts to reserve your vehicle before it arrives!

https://t.co/wHJtDGY5GW http",0.016770918,0.30791274,0.67531645
96,"~ My ride for this week 🥰
#vw #Volkswagen #vwnotch #oldie #oldtimer #volkswagenoldie http",0.003380286,0.19099449,0.80562514
97,"‘The battery has landed’. 'That’s one small step for our technical team and one giant leap for Windrush Volkswagen'. Today we removed our first battery as an Official Volkswagen Battery Competence Centre.

Book your car in with us today at http #VW #VWID http",0.020756051,0.33468032,0.6445636
98,"“Its design is even more distinctive. Take a look at the radiator grille, for example, which is now illuminated”, says #VW COO Ralf Brandstätter about the new #VWGolf GTI.

[Golf GTI - The vehicle is a near-production concept car] http",0.006455463,0.37443677,0.61910784
99,"⭐ JUST ARRIVED!
⭐ VW Golf 1.4 TSI S 5dr
⭐ 31k miles
⭐ Upgraded VW Alloy Wheels, TFT Dash Display, B/tooth, DAB
⭐ £13,495 or £1,000 deposit, from £61 per week!

For full details, please visit our website: http  #vw #golf http",0.012327502,0.61447316,0.37319946
100,"🇬🇧 *LIVE AUCTION*

A highly original example of the popular hot hatch with a well-documented service history.

Details: http #VW http",0.006522066,0.3059614,0.6875164
101,🔥 2018 BMW 3 SERIES 2.0 320D M SPORT SHADOW EDITION TOURING 🕐 83k 🕹 AUTOMATIC ⛽ DIESEL 🛠️ 12 MONTH MOT 📃 WARRANTY #carnationfinance #carfinance #manchester #cheshire #boxing #premierleague #rugby #beauty #vw #merc #audi #bmw #rangerover #landrover #2series #msport http,0.0135470405,0.796279,0.19017398
102,"🔥 In Stock! VW Crafter FWD🔥

✅ We have these vehicles in stock and available to view - call our team to book an appointment 📞 01656 808 444

More Info 🌐 http #vw #vwcrafter #vwcamper #volksworld #commercialvehicles #pyle #wales #vanlife #van http",0.0034338795,0.37932715,0.617239
