,Tweet,Negative,Neutral,Positive
12,About tonight... 😍 #BMW #spa http,0.0012402611,0.05907773,0.93968207
13,Appreciation post with and without top case 🛵 #bmwmotorrad #bmw http,0.00495972,0.5200215,0.47501874
14,Audacious style and impulsive performance in four-door coupe form. The 2022 BMW 2 Series Gran Coupe. #BMW #GranCoupe http http,0.010677714,0.39100456,0.5983177
15,BMW e36 M3 LTW shot on #35mmfilm @user @user #filmphotography #filmisnotdead #35mm #m3 #bmw #bmwe36m3 #e36m3 http,0.034588814,0.8865043,0.078906894
16,Be enchanted by the BMW 8 Series. http #8Series #BMW8Series #Series #AcceleRide #Arlington #ArlingtonTX http,0.0015430823,0.09590264,0.9025543
17,Bear mountain cruise ⛰ #bmw #bmwm3 #3series #bearmountain #cars #carphotography http,0.040818747,0.8433787,0.1158024
18,"Come Get this 2019 BMW X3 xDrive30i Alpine White 4D Sport Utility While You Can 🔥 ⁠

#VictoryMitsubishi #DreamCar #cars #NY #bronx #bmw #mercedes #audi #maseratti #porsche #cadillac #mitsubishi #connecticut #pennsylvania #newjersey #queens #brooklyn #longisland http",0.0037779682,0.42344305,0.572779
19,"Current Pre-Bid $17,000💰https://t.co/rk8wyvrCRa

Check out this 2019 #BMW M850i xDrive that will be auctioned off in Port Murray, NJ on Monday (June 20th) at 1:00 p.m. (EDT). 🙌

#scaauctions #carauction #M850i #xDrive #M850ixDrive #BMWM850i #BMWM850ixDrive #bmwlife http",0.020008564,0.8680001,0.11199143
20,Details that make the perfect finish. #GaultAutoSportBMW #BMW http,0.006663529,0.266485,0.72685134
21,"Did you know #BMW was the first company to manufacture airplane #engines? 
.
.
.
Visit us at http to find more such facts.
Call us at +1(888) 250-5253 to order a part.
You can also mail us at parts@50statesautoparts.com
 
#best #usedcarparts #store #in #USA. http",0.043915212,0.6681432,0.28794155
22,Do you know these 10 facts about  Mercedes-Benz SLK-Class 2014   #Mercedes-Benz #Porsche #BMW http,0.04014028,0.77070355,0.18915612
23,ENDING SOON! Check out this lovely original 1980 BMW R100RS last used in 1987. Click for more info http #bmw more bikes at http #motorbike #motorcycle #barnfind #biker #vintagebike http,0.0025766464,0.2041391,0.79328436
24,Gorgeous #bmw #mpower #SheerDrivingPleasure http,0.0015579328,0.037552357,0.96088976
25,"Hey the driver of #BMW #APO4HDE in #Colchester who ran into a #female #deliveroodriver, we will catch you. See you in prison soon❣️😉",0.22659282,0.5171578,0.25624946
26,I think I need an E46 in my life #bmw,0.09956951,0.7427372,0.15769324
27,Impressions that last a lifetime. #BMW http,0.012895734,0.46734288,0.5197614
28,Insert BMW joke here #jester #jesterrr #dinkajester #toyota #supra #bmw #z4 #dinkajesterrr #gta5 #gtaonline #gtav #lossantostuners #ps5 #expandedandenhanced http,0.15997796,0.72332245,0.116699584
29,"Introducing our all-electric eye-catcher! For the first time in the M Models, we bring you the 2022 BMW i4 M5! Check out the amazing performance and all it has to offer. 

https://t.co/7xBOtNt6Rj #allelectric #BMW #mseries http",0.0011397101,0.041291516,0.9575689
30,"It would be nice if they do the remake of this game ""Need for Speed Most Wanted 2005""
#needforspeed #BMW #Mustang http",0.011275477,0.26356035,0.7251642
31,"Just a friendly reminder that our #HIGHLINE sale is back in action next Tuesday! Get ready to find the perfect BMW, Mercedes-Benz, Jaguar, Land Rover, and much more. #SaveTheDate
#manheim #coxautomotive #highline #luxury #jaguar #mercedes #benz #landrover #rangerover #bmw http",0.0021996559,0.075702,0.92209834
32,MAX NBA PICK 🚨 #join #now #free #max #pick #winning #bets #parlay #GamblingTwitter #bmw #finals #ball #curry #SanFrancisco #boston #allday #pickem #spread #over http,0.011490713,0.6669309,0.3215784
33,"Ms. Linda Blackney taking delivery of her new #BMW #230i #Convertible. She worked with our Team Member, Jack Adams, at #FieldsBMW of #Daytona. Congrats, thank you and welcome to the #FieldsFamily, Linda! http",0.000591592,0.019302564,0.9801059
34,Never stop moving forward. #BMWOfSanDiego #BMW http,0.008497179,0.45759895,0.5339039
35,"Next-Generation BMW M2 Will Be The Last ICE-Only M Car

 #bmw #bmwm #cars #ice #m2 #m2g87 #nonelectric #teaser

https://t.co/AqrIiJaBLe",0.0107699195,0.74393195,0.24529824
36,"Not a good look for EV's as of today:

#Ford recalls 50K Mach E's over battery issues, suspends sales
#Tesla raises prices on ALL cars again 
#Toyota barely misses out on fed incentives before beginning sales on bZ4x 
Runaway car prices for #BMW, #Mercedes, and others.",0.7008765,0.263075,0.036048386
37,"Our M4 Competition Coupé with its fresh decals Celebrating 50 Years of M at Westerly Exeter.

#BMW #Westerly #BMWM #50YearsofM #M4Competition http",0.0016192431,0.37550008,0.6228808
38,"Owner: @user 
📸: @user #E34 #UltimateKlasse #bmwcca #ultimatedrivingmachine #coyneperformance #kasselperformance #bimmer http",0.026217239,0.86246794,0.111314945
39,"Owner: @user 
📸: @user 
#BMW #E28 #UltimateKlasse #bmwcca #ultimatedrivingmachine #coyneperformance #kasselperformance #bimmer http",0.028020455,0.8278902,0.14408928
40,"Pure lux in the front, artistry in the back. 
The new i7, reinterpreted by @user #BMW http",0.011738922,0.6282253,0.36003578
41,"Quebec Nights #PS5Share, #GranTurismo7, #gt7, #PS5, #gtscapes, #bmw, #m3 http",0.006650543,0.72698414,0.26636532
42,Really chuffed to see Poly on display at the #WinchesterCathedral 's close for #HaresofHampshire in #Winchester wit the support of Partridge of Hampshire @user #bmw #BMW_UK http,0.0008876833,0.0314765,0.9676357
43,"Red BMW M140i here for a performance tune today! How does an extra 80BHP sound to you? 😜

#bmw #tuning http",0.0073700226,0.48807755,0.5045524
44,"Share your experience driving a BMW car. Let us know what you think!

#BMW #cars #survey",0.019603511,0.71559227,0.26480412
45,"Shark On Land . Detailed With Love…
#CarDetailing #CarSpa #BMW #M8  #NYC http",0.01474273,0.73869276,0.24656443
46,"Shell BMW M6 GT3

#Shell｜#BMW｜#M6｜#IMSA
#truevisions｜#GT7｜#GranTurismo7
#グランツーリスモ7｜@thegranturismo 
@Kaz_Yamauchi ｜@icetrue18 http",0.042732045,0.8467561,0.11051194
47,"TNR Gold Mariana Lithium Royalty Holding Partner: ""China's Ganfeng #Lithium Inks 3-year Supply Contract With #Tesla."" http #TNRGold🔋 $TNR.v #Royalties #MarianaLithium #Ganfeng $GNENF $TSLA #VW #BMW #BYD $LIT $BATT http",0.024452895,0.88739455,0.08815271
48,TNR Gold says Elon Musk is catalyst for partial Ganfeng's Mariana Lithium royalty sale http via @user $TNR.v ☀️ $TRRXF 🔌 #Royalties ⚡️ #MarianaLIthium #Ganfeng $GNENF #Lithium #Batteries #EVs #ElectricCars #Tesla #VW #BMW #BYD $LIT $BATT $GDXJ,0.009376283,0.7147979,0.2758258
49,That is one stupid fast wagon #BMW #M3 #Mpower #Nurburgring @user @user http,0.568042,0.34838822,0.08356986
50,"The Biggest Challenge Yet!
Hot Lap Challenge!

https://t.co/O9Ly0bRH84
.
@BMWMotorsport
.
#bmwuk #bmwgt4 #bmwm4gt4 #m4bmw
#thesimracersarms #3LC #3LapChallenge #ReizaStudios #Automobilista2 #AMS2 #simracing #automobilista2 #BMW2002Turbo #BMW2002 #simracing #SimRacer #esports #BMW",0.056792166,0.55825007,0.38495773
51,"The all-electric #Bmw #IX1 | #Electrify your #Dreams
 
https://t.co/RxNnOSMMXw
 
#AllElectric #Bev #BmwI #CompactSUV #ElectricCar #ElectricCars #ElectricSAV #ElectricSuv #ElectricVehicle #ElectricVehicles #EV #Videos #Vlog #YouTube http",0.013095496,0.47463828,0.5122662
52,"The first-ever BMW iX1 goes digital and landed in Joytopia. The virtual venue for the all-electric SAV with a new digital environment, special effects and advanced avatar technology. 
 
Want to see more? ➡️ http #BMW #THEiX1 #BMWiX1 #Metaverse http",0.00389111,0.37352633,0.6225827
53,The illustration: momma screaming Jesus out the window you’d swear we needed saving! - Cad CoBane bka #CadBane #FNC #ForeignNuisanceClique #LaCliqà #BeamerGang #BMW #LaCliqà #JesusShuttlesworth #RayAllen #HeGotGame http,0.093691185,0.695985,0.21032384
54,The only colors you want to see on Track Days! #BMWOfAustin #BMW http,0.004305937,0.28034958,0.7153444
55,"The original 3 Series Sedan brought power, agility, and spirit to the everyday driver. With efficient technology and refined engineering, that performance has only grown more pronounced. #3Series #BMW #DriveAnIcon http http",0.0018181218,0.07150593,0.9266759
56,The present meets the past. #BMWOfAustin #BMW http,0.016281188,0.6654629,0.31825593
57,There's something about Laguna Seca Blue #BMW http,0.0062328833,0.38259512,0.61117184
58,This Certified Pre-Owned 2019 #BMW X5 40i xDrive is SOLD. Congratulations and thank you to the Mullins! We appreciate your loyalty ❤️ #AcceleRide http,0.0007243433,0.011430475,0.98784506
59,"This classic BMW ultimate driving machine for today's #ThrowbackThursday is something to behold 😍
Browse our selection of BMW parts &amp; fluids here: http #tbt #tb #bmw #classicbmw http",0.0016310171,0.05800791,0.94036114
60,"Today we’re introducing our recent collaboration with Accenture. We partnered to work on a visual overhaul concept for BMW.

Head to Behance to check what we brought to life in 14 days: http #Automotive #Humbleteam http",0.0016762611,0.19395079,0.804373
61,We aim for greatness. #BMWOfBrooklyn #BMW http,0.0029935979,0.19047418,0.80653226
62,"We carry the full @user lineup!
•
#vacmotorsports #bmwe46m3 #bmwe36m3 #bmwm3 #bmw #e36m3 #e46m3 #m3e46 #m3e36 #e36 #e46 #m3 #s50 #s52 #s54 #turbo #mpower #racecars #racecar #racing #race #driftcars #driftcar #drifting #drift #timeattack #hillclimb #dragracing #tuning #tuner http",0.010989724,0.7226016,0.26640865
63,We're well-versed in servicing BMWs -- even the ones on two wheels. #EuropeanAutohaus #BMW #ChicagoAutoShop #Chicago http,0.0043403665,0.20719332,0.78846633
64,"When tech-magic meets art. 
#PulseTopology created by @user and @user on the occasion of @user 

___
The #BMW i7 xDrive60*: Power consumption/100 km, CO2 emission/km, comb.: 19.6 - 18.4 kWh, 0 g. According to WLTP, http (* preliminary data) http",0.04084846,0.70916545,0.24998607
65,"Who said 60Ah BEV i3's can't go beyond the city?

Share how far you have taken yours!

#BMW #i3 #BMWi3 http",0.1405893,0.73746854,0.12194204
66,"With an eye toward increasing safety, @user approached us about building a system to anticipate future recalls based on data from dealership service centers. 
Read about the story here: http #recall #buildingBetterSystems http",0.009214233,0.5776883,0.41309753
67,"You are a driver of your own success.

#epicvin #vincheck #usacars #usedcars #carsforsale #autosales #cardealer #porsche #lexus #toyota #subaru #bmw #jeep #mercedes #dodge #honda #audi #chevrolet #chrysler #maserati #mazda #kia #volvo #tesla #alfaromeo #hyundai #ram http",0.030093672,0.4189558,0.5509505
68,"‼️ Need a laugh after Oulton Park? Then look no further than our #ThisOrThatChallenge with @user and George Gamble! 🤣

#CiceleyMotorsport #BTCC @user #CarGods #Racing #BMW #AdamMorgan #GeorgeGamble http",0.032227065,0.46202773,0.5057453
69,"🔵 BMW Mileage Stoppers for €249⁠
⁠
⚫ Do-it-yourself installation⁠
⚫ Untraceable performance⁠
⚫ Can be activated in motion⁠
⚫ Premium-quality plugs and heat-resistant cables⁠

#speedocalibration #bmw #bmwm3 #bmwm4 #bmwx5m #bmwx6m #bmwtuning #auto #cars #carlifestyle http",0.016877638,0.49291125,0.49021116
70,"🧼🛍 Did you see the impressive @user pop up shop at @user If not, then don’t worry - it will be back at @user 🤩🏁

#CiceleyMotorsport #BTCC @user #Racing #BMW #CarGods #AdamMorgan #GeorgeGamble http",0.0015266315,0.09166792,0.9068053
