,Tweet,Negative,Neutral,Positive
38,"@user @user @user @user @user @user @user @user @user @user @user @user ""...it’s not good for the 
@Tesla core mission for its own brand and acceleration""

As long as there is demand (even at higher prices), I'd argue the exact opposite in regards to #Tesla's mission, the more money (margin) they bring in, the quicker they can scale.",0.63717926,0.31670904,0.046111688
39,"@user @user @user @user @user @user @user @user @user @user @user @user Once #Tesla's demand drops (to a more acceptable level), so too will prices, but until then, the company have to make the best long term business decisions.",0.16633932,0.64132327,0.19233736
40,"@user #StrikeX is coming @user You could trade 24/7 your #Tesla shares in on the #TradeStrike platform 💪💪💪

https://t.co/CiAZKoZN5x",0.0039527025,0.35482663,0.6412205
41,"@user @user @user When is the CCS adapter coming to North America?

Day 111 of asking

#ccs #tesla #evcharging",0.05471104,0.88735473,0.05793419
42,@user @user #TESLA perfect car 👍🏼,0.0016662548,0.026054967,0.9722788
43,"@user I see Idra is having a Giga Press showcase⬇️ Are you going to go see this once it’s assembled or wait til it arrives in Austin? 
When do you guys get this on site to start testing? 👀

@Tesla @user @user @user @user $TSLA #tesla #ElonMusk http",0.02969117,0.84597725,0.1243316
44,"@user is supposed to have a @user Twitter Sitter, but clearly that’s NOT happening… 🙄 #SpaceX employees AND #tesla shareholders both want to muzzle Musk on Twitter. http",0.8016687,0.18108796,0.017243288
45,@user why #Tesla solar installing new systems instead of fixing current non working systems? Saying have to wait on inverter when same inverters needed to fix system are being installed every single day on new installs? Not  a good way to keep customers! Been 6 months @user,0.8718419,0.11619842,0.011959851
46,"@user you gonna absorb @user @user &amp; @user / @user into @user yet? 

Instant 13M+ cars &amp; trucks, while shifting it all to #Tesla electric. #veojoby

#vw #ford #cnbc @user #bitcoin @user #usa #eu @user @user 

https://t.co/KKzJX4OxZf",0.026957931,0.7353511,0.23769094
47,"@user Why are you too concerned about the price action, are you planning to sell? is it actually better that #Tesla bulls can can add more for cheap? 😅",0.24778177,0.5444275,0.20779079
48,@user #ElonMusk #tesla #RonDeSantis what is happening? http,0.15888481,0.81366634,0.027448859
49,"@user @user ESG stands for ""Environmental, Social, and Government"". Refers to risks that can affect a company's value. #Tesla was removed because governance risk. Biden hates us because he's a boomer who only drives Camaros.",0.83338654,0.15175673,0.014856743
50,"@user @user #Tesla has never built pyramids from Dogecoins. Absurd accusation. Pyramids are physical shapes, while Dogecoins are not physical things.",0.5820982,0.388484,0.02941781
51,@user Maybe @user is embarrassed by the actions of his employees. #Tesla,0.7686071,0.21402396,0.017368954
52,"@user @user 😆

The #electricvehicle of that time. It just missing #tesla #AI",0.031925242,0.5119034,0.45617118
53,"@user #Tesla should build a factory in the Upper Midwest, preferably in Minnesota or Illinois. Detroit. Michigan is likely not an option. 

I can see Tesla opting for a factory in Canada, instead.",0.24329627,0.5933427,0.16336103
54,@user One thing I will say I'm very disappointed in #doordash by not going #green come on...  #uber went with #Tesla why don't you try it out? #cancersucks #savetheenviroment,0.8952488,0.09158634,0.013164986
55,"According to the court document,#Johnson is an American citizen who said he was “defrauded out of money by defendants’ #dogecoin crypto #pyramidscheme.” He claimed that #Musk,#Tesla, and #Spacex constitute an illegal racketeering enterprise to inflate dogecoin’s price. http",0.7706655,0.2202946,0.009039754
56,Aftermarket but badass! #Tesla #75D #SpaceX http,0.0030163575,0.10702451,0.88995904
57,Air-con on (without burning fuel!) and a few episodes of Bob’s Burgers while we wait in a hospital car park 👌🏻 #Tesla http,0.007625114,0.17520046,0.8171745
58,"Another hint at #Tesla opening SuCs in Germany for non-Tesla cars. According to the Tesla website, the SuC in Erlangen is open to all. ⁦@nextmove_de⁩ ⁦@teslawelt⁩ ⁦@teslamag⁩ http",0.002277798,0.24635935,0.75136274
59,"Argentinian Cryptocurrency Exchange Buenbit Launches Stablecoin Yield Instruments http 
#Bitcoin #cryptocurrency #Binance #blockchain #Coinbase #crypto #dogecoin #Tesla #ElonMusk #CoinMarketCap #Ethereum #trading #Trending #NFTs #Web3 #USA #Argentina",0.011679571,0.8450959,0.1432246
60,"Aww, I wish this could be a #Tesla in this li'l joke - lol! 

@elonmusk @user hahaha! #mademelaugh #carjokes http http",0.1558068,0.46166748,0.3825256
61,"Brilliant! Someone just spotted a 2021 Tesla Model 3 🇺🇸 Dual Motor in Brittany, France 🇫🇷 before anyone else did! #TeslaRadar #Tesla #France #Model3",0.0013814304,0.041619297,0.9569993
62,"CEEKLAND
#ceek #ceekvr #metaverse #ceekusdt #landsale #ceekcity #BNB #BNBChain #BTC #BTCUSD #usdtry #USDT #Web3 #Meta #Microsoft #Apple #TMobile #Google #Amazon #dolar #USDD #Roblox #game #CeekVR #CeekLand #BINANCE #Coinbase #kraken #FTX #Robinhood #ElonMusk #tesla #SpaceX #CEEK http",0.02639694,0.77143323,0.20216963
63,Check out Not A Financial Advisor's video! #TikTok http #stocks #StockMarket #Crypto #Cryptos #NFTs #NFTCommunity #investing #investor #MONEY #finance #Tesla $QQQ @user #ElonMusk $SPY $DJIA $VIX $F @user #Ford #Tips,0.08759426,0.7840363,0.12836936
64,"Considering getting a #Tesla, but worried about the battery life? Allow us to clear things up. ⚡️ 
https://t.co/VEGVVfnfEr",0.24977551,0.6076649,0.14255962
65,"Consolidation is the best sign of confidence for an investor looking at a particular project. How could one not be confident, with Ganfeng’s revision after revision for resource estimates at Mariana #Lithium, a $600m push and a Green Light for Phase 1 by authorities

#EVs #tesla http http",0.0067892266,0.18530889,0.80790186
66,"Content analysis:
This article scores 48/100. The complete report can be viewed here: http a bot)

#Tesla #ElonMusk http",0.09141482,0.6541128,0.25447232
67,"Content analysis:
This article scores 88/100. The complete report can be viewed here: http a bot)

#Europe #Tesla http",0.046604075,0.56892115,0.38447475
68,"Credit Suisse: 
""While some concerned price hikes will destroy demand, for now #Tesla remains supply constrained,"" http",0.3682321,0.5794327,0.052334957
69,Current #Tesla Price: $638.30 📉 ⚡🚗🔋,0.009933635,0.73917234,0.25089404
70,Current #Tesla Price: $638.94 📈 ⚡🚗🔋,0.00966643,0.7361968,0.25413677
71,"Damn according to @user news, #ElonMusk, #Tesla and #SpaceX are being sued for $258 billion over an alleged #Dogecoin 'pyramid scheme'. http",0.66890335,0.30429247,0.026804205
72,"Damnnnn, @user shouldn't have been shilling $DOGE

It's a damn joke meme coin with no tangible value for Gd's sake. 

I doubt the suit will win though this should be a lesson learned.

#DOGE #Crypto #cryptocurrencies #CryptocurrencyNews #CryptoNews 
#Tesla #SpaceX http",0.8557055,0.12897038,0.015324107
73,Day 45:  Finally heard back from #Tesla yesterday.  ETA for replacement windshield is July 10 🙄.  At least I got a reply.  Still seems like a VERY long time to ship/replace a windshield don't you think @user @user,0.3742263,0.45634884,0.16942489
74,"Don’t be square, be THERE!  Come and support the EV revolution!  All EV’s welcome!!!  #locketttech #menardspremiumdetailing #tacosandtailpipes #tacosandteslas #tesla #ev @ Menard Premium Detailing http",0.00204288,0.06952696,0.9284303
75,"EAMA:In May, the number of new passenger car registrations in the EU fell 11% year-on-year to 791,546,000 units, the 10th consecutive monthly decline.
$TSLA #tesla",0.5051515,0.45305306,0.04179548
76,"Elon Musk Sued For Billions Over Running Alleged Dogecoin Pyramid Scheme For 'Profit, Exposure and Amusement'

https://t.co/rirsNFyHfp

#TabbedNews #News #NewsToday #Breaking #BreakingNews #today #story #elonmusk #sued #lawsuits #tesla #spacex #dogecoin #crypto http",0.41713586,0.54388106,0.038983103
77,"Elon Musk, #TESLA, #SpaceX Sued for $258 Billion #Dogecoin ‘Pyramid Scheme’    #musk #tesla #dogecoin #dogecoininto1dollar #elonmusk http",0.28456497,0.6448656,0.07056952
78,"Eureka! Leon was first to spot a yet unrecognizable Tesla vehicle in North Rhine-Westphalia, Germany! 🇩🇪 #TeslaRadar #Tesla #Germany",0.0019995193,0.09234126,0.9056592
79,"First-ever self-driving vehicle crash report released. Nearly all the WA wrecks involved Teslas. Story via @user  @user 
https://t.co/cynFtZ7UHL
#Tesla #selfdrivingcars #robotcars #highwaysafety http",0.13248473,0.6305098,0.23700549
80,"Gallerywall #Triptych. 
From the series ""Wired"". 
#wired #photography #tesla #art #ArtBasel2022 #photobasel http",0.05066624,0.8287427,0.120591074
81,"Global #EV manufacturers, such as #Tesla, should set up their manufacturing facilities in #India.

@nitin_gadkari in conversation with @user at #Raisina2022.

LISTEN NOW: http 

@raisinadialogue #PolicyPod #emobility http",0.03286279,0.72236794,0.24476922
82,Hard not to laugh at @user stats when tesla is the only one reporting statistics accurately and immediately. 800k cars with autopilot in 8 years had like 200 incidents… that’s like .03% $tsla #tesla,0.3792734,0.48856667,0.1321599
83,"Have you driven a @user lately? The Maverick costs around $20K. #BetterThanTesla 

Tesla Has Once Again Bumped Up The Prices Of Its Entire Car Lineup 

#ElectricCars #Future #FutureAtFullSpeed #SmartCars #SelfDrivingCars #Tesla 
 
https://t.co/ornMSWq4P1 from @user",0.06696926,0.4221007,0.51093006
84,"Having trouble charging with your home #Tesla charger? At TCA, we know Tesla #homechargers and have prepared some troubleshooting tips. If you can’t find a solution, don’t hesitate to contact the experts at #TCA!
https://t.co/Gtb5YYgP2N
#EV #homecharger #homechargingstation",0.10013688,0.555354,0.34450912
85,"Hello @user @user fam!

What's the best way to make sure I don't miss another #SpaceX launch? Want to dial in to every possible streamed encounter that isn't cancelled/postponed.

Cheers. 

#Tesla  #Space #NASA #America http",0.048572335,0.34283966,0.60858804
86,Hitting 11s on the @user Stage 2 single pulley e30 tune!  Full stock exhaust including stock cats. Officially beat my wife’s #tesla MYP to take the title in our garage (12.08 @ 113 ). http,0.011637627,0.5159867,0.47237563
87,"Hurrah! mtorabit was first to spot a 2021 Tesla Model S 🇺🇸 Plaid in Kentucky, United States! 🇺🇸 #TeslaRadar #Tesla #UnitedStates #ModelS #Plaid",0.0010784987,0.07784435,0.9210771
88,"I don't have a tesla, but the owners say it's made from bad materials. And what is your impression?🏎️
#Tesla #JusticeForSidhuMooseWala #ElonMusk #TejRan #opensea #NUFC #NFTs #MUFC #Metamask 
#Etherum http",0.58539814,0.37799954,0.036602322
89,I'm dressing as a Elon Musk this Halloween so I can finally afford a #Tesla http,0.003384229,0.1125828,0.88403296
90,"I'm waiting for you to chip in, there are not so many left!!! 
 This is my #Metamask👇

0xf7314c86578Ca8B99d64E5E7Df85B0622fb00C38

#Tesla #MrBeast #NFT #Etherum #Elon #charity",0.015514223,0.29373845,0.6907474
91,"I've just posted a new blog: Video: Tesla Model 3 Off-Roader by Delta-4x4 - #Tesla #OffRoader #Delta ... http June 17, 2022 at 06:52AM",0.0029252165,0.5766642,0.42041063
92,In case you are worried about #BatteryDegradation #EVs #Tesla http,0.09650888,0.6818642,0.22162695
93,"Interest Rates ⬆️
Stock market ⬇️
Tech layoffs ⬆️
$TSLA car prices ⬆️

Tesla is just such a phenomenal short right now, $TSLAQ

#Tesla",0.06831821,0.33430278,0.597379
94,"Is it just me? There seems to be a strong relationship to fossil fuel profit increases and the rise in the number of FUD related stories about #Tesla
Environmental &amp; Energy Study Institute estimates direct subsidies to the fossil fuel industry in the US still amount to $20bn",0.34625593,0.5679917,0.08575238
95,It’s just so purdy! #tesla http,0.0024358795,0.037100542,0.9604635
96,"JUST IN: Elon Musk, #Tesla and #SpaceX have been sued for $258 billion over an alleged #Dogecoin pyramid scheme.",0.57438207,0.39770916,0.027908845
97,"JUST IN: Elon Musk, #Tesla, #SpaceX Sued for $258 Billion #Dogecoin ‘Pyramid Scheme’.

Read more- http",0.4006144,0.54993975,0.049445845
98,"Keith Johnson, nobody owes you shit. You lost your money due to your own stupidity. #tesla #elonmusk #dogecoin",0.9486114,0.046095632,0.005292898
99,"Ladies and gentlemen, this is mine 🤯🤯🤯 I don't know what to say thank you all @user so happy 😆😆 #Tesla http",0.0015841578,0.0066694953,0.99174637
100,"Mining #Bitcoin With #Tesla Solar &amp; Powerwall

https://t.co/o9y4FLSEci",0.0142210815,0.8524046,0.13337433
101,"New #Podcast Episode Alert!
Electric Vehicle News Bitesize
https://t.co/3iQEPhZb2Z
@SpotifyUK @user @user @user @user @user @user @user @user @user @user  @user @user #News @user #Tesla http",0.010299551,0.70407104,0.2856294
102,"New #Podcast Episode Alert!
Electric Vehicle News Bitesize
https://t.co/3iQEPhZb2Z
@SpotifyUK @user @user @user @user @user @user @user @user @user @user  @user @user #News @user #Tesla http",0.010299551,0.70407104,0.2856294
103,New estimated delivery date. #Tsla #tesla #modely http,0.0068070027,0.7900669,0.20312606
104,"Our NFT marketplace place is ready to Go! Finishing tests!
Release date: June, 20.
Yep, you can call It a spoiler!!!
Join now!
#drive2earn #NFT #crypto #GameFi #btc #bnb #tesla #P2E #ecofriendly #ElonMusk #100xgem http",0.0023213106,0.15863891,0.8390399
105,"People why are you so greedy to follow?
#Tesla #JusticeForSidhuMooseWala #ElonMusk #TejRan #opensea #NUFC #NFTs #MUFC #DGISPR #BTC #IStandWithAmberHeard #quote #NFFC #thfclive #Metamask #TejRan #Etherum #JUNGKOOK http",0.34775966,0.5632691,0.08897118
106,"Shocking: The Swiss National Bank just warned it may SELL stocks - they hold ~$200bn 🚨
They got the FAANGS plus #tesla Fun fact: the Swiss voted not to go back on the #gold standard at $900 #gold http",0.3704191,0.52484924,0.1047316
107,"Smooth! skatebambi 🇸🇪 just spotted a 2021 Tesla Model 3 🇨🇳 Dual Motor in Catalonia, Spain 🇪🇸 before anyone else did! #TeslaRadar #Tesla #Spain #Model3",0.0016269608,0.058994785,0.93937814
108,"Summer is here! It's time to hit the road. Adventure awaits. Secure your bikes, surf boards, and luggage with custom-designed #Tesla roof racks and tow hitches now available...

https://t.co/TJPjC7ahI1 http",0.00281047,0.15214442,0.84504515
109,"TESLA INC: We entered a 2022-06-17 put, $700.00 strike, with a limit buy. We took partial profits in 6 hours by limit sale for 237% profit.  #tsla #lcid #rivn #gm #f #tm #teslainc #cybertruck #tesla #electricvehicle #ev #elonmusk #tax http",0.014989174,0.72953856,0.25547227
110,"Tesla Model 3 has the highest consumer satisfaction rating of any vehicle, according to Zutobi's new Global Happy Motorist Index 🏆 This is the best praise for the manufacturer and the best recommendation for consumers 

#Tesla #Model3 
https://t.co/TXSsuJSFIA",0.0011438358,0.016553106,0.9823031
111,Tesla's Prices Increase Yet Again #tesla #fintwit http,0.11034378,0.67838603,0.21127027
112,"That's me, below. I want to know how it went, moving state with a leased Tesla. Did you have trouble getting your title from Tesla to re-register? Tell me the details. #Tesla http",0.11341826,0.71828115,0.16830048
113,"The lawsuit states:
Defendants #ElonMusk,#Spacex,&amp; #Tesla Inc.are engaged in a crypto #pyramidscheme(aka #Ponzischeme)by way of #dogecoin cryptocurrency.

ThePlaintiff argued that #DOGE is“simply a fraud whereby‘#greaterfools’are deceived into buying the coin at a higher price.” http",0.68426317,0.29873505,0.017001798
114,Toyota BZ4X GR Performance Variant Is Being Considered http #ElectricVehicles #Tesla #EV #Renewables #ClimateChange #RenewableEnergy,0.0095084645,0.5799781,0.41051352
115,"Uh, apparently there’s a #Tesla Model S out there with @user vegan leather in it (Yes, that von Holzhausen @user With a special announcement coming next week 👀
What do you think it could be!? http",0.0045316666,0.29026616,0.7052021
116,"Violet contemplating the #WIP Steampunk Bull while I finish the 1st layer of the next painting composed of various steampunk AI infused images including a 5 year #Tesla share price chart, #SpaceX rocket launch, Twitter logo and a little 420 'flavour'. Can you spot them all? http",0.020931246,0.5558268,0.42324197
117,"Well done! Leon was first to spot a 2021 Tesla Model 3 🇨🇳 Standard in North Rhine-Westphalia, Germany! 🇩🇪 #TeslaRadar #Tesla #Germany #Model3",0.0010286422,0.027999133,0.9709723
118,"Well done! mtorabit just spotted a 2021 Tesla Model Y 🇺🇸 Performance for the very first time in Kentucky, United States! 🇺🇸 #TeslaRadar #Tesla #UnitedStates #ModelY #Performance",0.0012332869,0.029551212,0.96921545
119,What if for road trips @user had something like this that kept you going vs. waiting at a charger? http what happened to those #Tesla restaurants that would be at charging stations? I hate disappointment @user,0.75067973,0.20855172,0.04076851
120,"What if...
They started making electric cars 100 years ago instead of petrol?
#tesla http",0.13408403,0.7527324,0.11318352
121,What's stopping you from buying an electric vehicle? Apparently $5 #gasprices still not cutting it. #tesla #rivian #nio #EV #hybrid http,0.64851916,0.3112183,0.040262546
122,"When will Elon talk back the +50% volume growth for 2022? They won't do 1M cars in the last 2Q.
#Tesla $TSLA $TSLAQ",0.3984851,0.4938729,0.10764198
123,"Where Does Legal Accountability Rest Between @user #ArtificialIntelligence &amp; Human Error? - @user http are your thoughts? 
#lawtwitter #legaltech #technology #tesla #AI #lawyer #attorney #legalnews",0.18625635,0.7694778,0.044265933
124,"congrats to the winner👏

Don't miss the last round for a chance to win TESLA! 😝  Download @user &amp; participate in the iToken X Tesla celebration event and enter the referral code "" 3D892L "" to get first 5 tickets - Let's Go Broom...

#iToken #Tesla #Wallets #Web3 #Huobi http http",0.0011691769,0.052033465,0.94679743
125,"🎩TESLA IS A MONOPOLY🎩

People get caught up in semantics and dictionary definitions &amp; say “no it isn’t”…

imo $TSLA is the lowest cost producer for the high value they give to the customer.

Increasing consumer demand gives #Tesla power to raise prices. Your evidence👇🏼 http",0.071041815,0.40400875,0.52494943
126,👀➡️ fyi re inciting violence twitter mambasec #mambasec #teslasec #tesla #MambaMentality #AnthraxAwareness #Outbreak #TargetedHarassment #SierraLeone 🔥🐍⚡️💭👉 http,0.65600765,0.32749912,0.016493274
127,"💥Sued for US$258 billion over claims they are part of a racketeering scheme to back the cryptocurrency Dogecoin.

https://t.co/sqrh7HNMSH

#Musk #Tesla #SpaceX #dogecoin #cryptocurrency #lawsuit #Crypto",0.6294761,0.35155588,0.018968105
128,"📢#MagicCraft Genesis #NFT AirDrop 📢

🗓️ $MCRT Genesis NFT AirDrop will take place June 13th – July 3rd, 1 pm UTC

🤑$50,000 worth of $MCRT Genesis NFTs is at stake 

To win follow the steps: http randomly chosen NFT unlocks @user 3! 

#airdrop #tesla http",0.011938195,0.6716534,0.31640843
129,"🔥👽 Damn... pretty interesting... a new Youtube Channel that has has exclusive interviews with @user dad Errol... 

👇👇👇👇

https://t.co/BI0nfxlxv5

👆👆👆👆

#elonmusk #tesla #spacex #neuralink #starship #Model3 http",0.0017921249,0.055176377,0.94303155
130,"😂😂😂 #Tesla employees ARE NOT EXCELLENT … they Hv to work at the Office 😂
“Elon #Musk says he prefers work in office but ""excellent"" #Twitter employees can continue to work from home” http",0.6688399,0.27404824,0.057112
131,"😱Elon Musk, #SpaceX, and #Tesla have been sued for $258 billion. The allegations are that Elon and his companies are involved in the creation of the ""#Dogecoin #Crypto Pyramid Scheme"", which caused many retail investors to lose their investments.

https://t.co/feaQXjQSM6",0.7863828,0.19982545,0.013791776
